,CLAVE SITIO,CLAVE MONITOREO,NOMBRE DEL SITIO,TIPO CUERPO DE AGUA,FECHA REALIZACIÓN,AÑO,Alc_Tot,Cond_elec,Dur_Tot,SDT,Fe_Tot,Mn_Tot,Fluo,CF,N_NO3,As_Tot,Cd_Tot,Cr_Tot,Hg_Tot,Pb_Tot
281,OCCCN5253M1,OCCCN5253M1-250922,POZO 1254 (BOMBA 72 SIMAS),SUBTERRÁNEO,2022-09-22 00:00:00,2022,216.2,834.0,330.3,650.3,2.092,0.407,0.4,10.0,14.911,0.02,0.00130148,0.006,0.000201289,0.00154
282,OCCCN5263M1,OCCCN5263M1-180922,POZO BELLA UNION,SUBTERRÁNEO,2022-09-13 00:00:00,2022,192.8,486.0,187.0,296.0,1.572,0.035,0.42,63.0,2.137,0.024,0.00130148,0.0015,0.000201289,0.00154
283,OCCCN5260M1,OCCCN5260M1-180922,POZO GRANJA RIOS,SUBTERRÁNEO,2022-09-13 00:00:00,2022,224.4,2400.0,818.5,1927.4,0.041,0.002,0.8,1160.0,16.28,0.04,0.00130148,0.0028,0.000201289,0.00154
284,OCCCN5262M1,OCCCN5262M1-180922,POZO CNA 4840,SUBTERRÁNEO,2022-09-13 00:00:00,2022,101.0,526.0,101.8,340.0,0.705,0.035,1.44,1722.0,2.883,0.081,0.00130148,0.0023,0.000201289,0.00154
285,OCCCN5275M1,OCCCN5275M1-091022,POZO CAMPO DE TIRO-STMV,SUBTERRÁNEO,2022-10-03 00:00:00,2022,181.7,1422.0,444.5,1004.0,0.045,0.002,0.93,10.0,13.353,0.029,0.00130148,0.0012,0.000201289,0.00154
286,OCCCN5264M1,OCCCN5264M1-250922,POZO 1 LA ESPERANZA,SUBTERRÁNEO,2022-09-19 00:00:00,2022,257.0,2843.0,731.2,2120.5,0.019,0.001,1.72,10.0,27.987,0.058,0.00130148,0.0012,0.000201289,0.00154
287,OCCCN5277M1,OCCCN5277M1-021022,POZO ALAMITO,SUBTERRÁNEO,2022-09-27 00:00:00,2022,107.6,344.0,47.8,233.4,0.0041,0.003,0.79,10.0,1.012,0.079,0.00130148,0.0012,0.000201289,0.00154
288,OCCCN5256M1,OCCCN5256M1-250922,POZO 3704 (BOMBA 31 SIMAS),SUBTERRÁNEO,2022-09-22 00:00:00,2022,140.8,768.0,295.0,524.6,0.052,0.00021,0.47,10.0,4.674,0.025,0.00130148,0.0012,0.000201289,0.00154
289,OCCCN5270M1,OCCCN5270M1-250922,POZO EL CANARIO,SUBTERRÁNEO,2022-09-22 00:00:00,2022,146.9,677.0,243.1,452.0,0.011,0.00021,0.36,10.0,4.632,0.03,0.00130148,0.0032,0.000201289,0.00154
291,OCCCN5289M1,OCCCN5289M1-091022,POZO GILITA 2,SUBTERRÁNEO,2022-10-06 00:00:00,2022,155.3,1466.0,696.2,1121.3,0.03,0.002,1.93,41.0,2.319,0.06,0.00130148,0.0012,0.000201289,0.00154
292,OCCCN5273M1,OCCCN5273M1-021022,POZO 1 EL CUIJE,SUBTERRÁNEO,2022-09-26 00:00:00,2022,104.5,325.0,78.9,211.4,0.006,0.00021,0.42,10.0,0.716,0.027,0.00130148,0.00225,0.000201289,0.00154
293,OCCCN5284M1,OCCCN5284M1-180922,POZO ADM,SUBTERRÁNEO,2022-09-13 00:00:00,2022,181.6,767.0,295.0,515.0,0.622,0.117,0.57,1793.0,8.602,0.02,0.00130148,0.0012,0.000201289,0.00154
294,OCCCN5268M1,OCCCN5268M1-021022,POZO 369 ALBIA,SUBTERRÁNEO,2022-09-26 00:00:00,2022,126.9,430.0,20.0,254.6,0.017,0.00021,3.46,10.0,0.443,0.487,0.00130148,0.0012,0.000201289,0.00154
295,OCCCN5279M1,OCCCN5279M1-021022,POZO 701 EL FRESNO DEL NORTE,SUBTERRÁNEO,2022-09-27 00:00:00,2022,108.6,333.0,37.4,221.8,0.052,0.009,0.96,20.0,0.619,0.085,0.00130148,0.0012,0.000201289,0.00154
296,OCCCN5280M1,OCCCN5280M1-091022,POZO CALERAS DE LA LAGUNA,SUBTERRÁNEO,2022-10-05 00:00:00,2022,160.4,1203.0,365.8,874.0,0.01,0.00021,0.72,10.0,20.478,0.03,0.00130148,0.0012,0.000201289,0.00154
297,OCCCN5291M1,OCCCN5291M1-091022,POZO 1522 URQUIZO,SUBTERRÁNEO,2022-10-05 00:00:00,2022,168.7,2493.0,1262.6,2356.0,0.086,0.391,0.46,3255.0,4.987,0.134,0.00130148,0.0012,0.000201289,0.00154
298,OCCCN5276M1,OCCCN5276M1-091022,POZO NUEVO SAN ISIDRO,SUBTERRÁNEO,2022-10-06 00:00:00,2022,136.6,424.0,125.9,291.0,0.027,0.002,0.39,52.0,4.211,0.081,0.00130148,0.0012,0.000201289,0.00154
299,OCCCN5285M1,OCCCN5285M1-021022,POZO 529 GATHO,SUBTERRÁNEO,2022-09-28 00:00:00,2022,57.9,1645.0,430.0,1177.0,0.079,0.014,0.51,10.0,0.53,0.041,0.00130148,0.0012,0.000201289,0.00154
300,OCCCN5288M1,OCCCN5288M1-021022,POZO EL CARIÑO,SUBTERRÁNEO,2022-09-26 00:00:00,2022,107.6,637.0,95.6,374.0,0.322,0.003,0.82,10.0,0.13,0.038,0.00130148,0.0012,0.000201289,0.00154
301,OCCCN5295M1,OCCCN5295M1-091022,POZO SAN ISIDRO,SUBTERRÁNEO,2022-10-05 00:00:00,2022,140.8,924.0,377.6,706.6,0.0061,0.00021,0.51,10.0,4.456,0.03,0.00130148,0.0012,0.000201289,0.00154
302,OCCCN5715,OCCCN5715-310722,POZO 22 DE FEBRERO,SUBTERRÁNEO,2022-07-27 00:00:00,2022,127.7,1377.0,228.0,994.4,0.441,0.007,0.33,10.0,8.932,0.0093,0.00130148,0.0024,0.000201289,0.00154
303,OCCCN5716,OCCCN5716-310722,POZO MARTHA,SUBTERRÁNEO,2022-07-27 00:00:00,2022,128.8,1571.0,772.0,1394.2,0.065,0.003,1.85,10.0,15.925,0.037,0.00130148,0.0026,0.000201289,0.00154
304,OCCCN5724,OCCCN5724-021022,POZO ROMA TEXAS,SUBTERRÁNEO,2022-09-15 00:00:00,2022,196.9,999.0,324.1,690.6,0.119,0.00021,0.43,10.0,14.12,0.0015,0.00130148,0.0012,0.000201289,0.00154
305,OCCCN5293M1,OCCCN5293M1-091022,POZO SAN PABLO,SUBTERRÁNEO,2022-10-05 00:00:00,2022,110.7,3953.0,1937.1,4123.5,0.02,0.422,0.61,10.0,4.071,0.198,0.00130148,0.00145,0.000201289,0.00154
306,OCCCN5720,OCCCN5720-091022,POZO AMAPOLAS,SUBTERRÁNEO,2022-10-03 00:00:00,2022,103.5,4413.0,1290.1,3866.5,0.261,0.403,0.77,305.0,1.952,0.085,0.00130148,0.0012,0.000201289,0.00154
307,OCCCN5717,OCCCN5717-310722,POZO POANAS,SUBTERRÁNEO,2022-07-27 00:00:00,2022,163.8,1722.0,920.0,1602.2,0.037,0.001,2.22,10.0,4.849,0.041,0.00130148,0.0012,0.000201289,0.00154
308,OCCCN5746,OCCCN5746-021022,POZO JABONCILLO,SUBTERRÁNEO,2022-09-28 00:00:00,2022,93.4,675.0,121.5,422.0,0.059,0.014,1.0,10.0,0.516,0.105,0.00130148,0.0012,0.000201289,0.00154
309,OCCCN5747,OCCCN5747-021022,POZO LAS ISABELES,SUBTERRÁNEO,2022-09-27 00:00:00,2022,61.9,1379.0,386.4,981.7,1.98,0.061,0.89,10.0,0.079,0.067,0.00130148,0.0012,0.000201289,0.00154
310,OCCCN5744,OCCCN5744-021022,POZO ALMACEN,SUBTERRÁNEO,2022-09-27 00:00:00,2022,150.2,606.0,155.8,402.0,0.018,0.026,0.56,10.0,2.721,0.042,0.00130148,0.0012,0.000201289,0.00154
311,OCCCN5745,OCCCN5745-021022,POZO BATOPILAS,SUBTERRÁNEO,2022-09-28 00:00:00,2022,91.3,1984.0,396.8,1377.3,0.027,0.164,0.79,10.0,12.482,0.032,0.00130148,0.0012,0.000201289,0.00154
312,OCCCN5722,OCCCN5722-091022,POZO SAN SEBASTIAN,SUBTERRÁNEO,2022-10-03 00:00:00,2022,128.9,3193.0,1651.9,2977.5,0.01,0.00021,0.85,10.0,15.825,0.13,0.00130148,0.0012,0.000201289,0.00154
313,OCCCN5740,OCCCN5740-070822,POZO SAN NICOLAS,SUBTERRÁNEO,2022-08-02 00:00:00,2022,194.5,449.0,256.0,324.2,0.0041,0.00021,0.49,10.0,5.883,0.0077,0.00130148,0.0015,0.000201289,0.00154
314,OCCCN5741,OCCCN5741-070822,POZO EL CORONEL,SUBTERRÁNEO,2022-09-15 00:00:00,2022,266.2,556.0,309.5,375.0,0.106,0.003,0.55,1664.0,0.831,0.03,0.00130148,0.0012,0.000201289,0.00154
315,OCCCN5742,OCCCN5742-070822,POZO EL COLORIN,SUBTERRÁNEO,2022-08-02 00:00:00,2022,216.6,683.0,318.0,492.8,0.0041,0.00021,0.5,10.0,11.833,0.0064,0.00130148,0.0014,0.000201289,0.00154
316,OCCCN5296M1,OCCCN5296M1-091022,POZO NUEVA VICTORIA,SUBTERRÁNEO,2022-10-05 00:00:00,2022,142.8,858.0,361.9,649.2,0.034,0.00021,0.85,10.0,4.282,0.0015,0.00130148,0.0012,0.000201289,0.00154
317,OCCCN5751,OCCCN5751-021022,POZO SAN ESTEBAN DE EGIPTO,SUBTERRÁNEO,2022-09-27 00:00:00,2022,117.7,421.0,95.6,263.0,0.0044,0.007,0.43,10.0,1.718,0.049,0.00130148,0.0012,0.000201289,0.00154
318,OCCCN5748,OCCCN5748-021022,POZO LAS MERCEDES,SUBTERRÁNEO,2022-09-28 00:00:00,2022,104.5,812.0,122.6,539.0,0.0041,0.025,0.87,10.0,1.36,0.063,0.00130148,0.0012,0.000201289,0.00154
319,OCCCN5754,OCCCN5754-021022,POZO 3 MATAMOROS,SUBTERRÁNEO,2022-09-29 00:00:00,2022,102.5,427.0,39.5,257.6,0.012,0.005,1.25,10.0,0.243,0.106,0.00130148,0.0012,0.000201289,0.00154
320,OCCCN5755,OCCCN5755-021022,POZO 4 MATAMOROS,SUBTERRÁNEO,2022-09-29 00:00:00,2022,105.6,328.0,20.0,187.0,0.007,0.003,0.94,10.0,0.045,0.092,0.00130148,0.0012,0.000201289,0.00154
321,OCCCN5761,OCCCN5761-091022,POZO 12 DE DICIEMBRE.,SUBTERRÁNEO,2022-10-03 00:00:00,2022,207.1,2430.0,857.4,2155.5,0.0053,0.003,0.56,4106.0,91.894,0.057,0.00130148,0.0012,0.000201289,0.00154
322,OCCCN5762,OCCCN5762-091022,POZO 4 NUEVA UNION,SUBTERRÁNEO,2022-10-06 00:00:00,2022,190.4,1501.0,448.4,978.3,0.0085,0.00021,0.81,10.0,13.137,0.03,0.00130148,0.0012,0.000201289,0.00154
323,OCCCN5750,OCCCN5750-021022,POZO MARRANERAS (NUEVO),SUBTERRÁNEO,2022-09-28 00:00:00,2022,90.3,484.0,43.6,309.6,0.0054,0.00021,0.78,10.0,0.199,0.078,0.00130148,0.0012,0.000201289,0.00154
324,OCCCN5758,OCCCN5758-021022,POZO HORMIGUERO,SUBTERRÁNEO,2022-09-26 00:00:00,2022,112.7,840.0,317.8,621.2,0.016,0.00021,0.31,10.0,2.368,0.027,0.00130148,0.0012,0.000201289,0.00154
325,OCCCN5759,OCCCN5759-250922,POZO LA ESPERANZA.,SUBTERRÁNEO,2022-09-23 00:00:00,2022,99.5,349.0,43.6,207.4,0.031,0.003,0.6,10.0,0.606,0.044,0.00130148,0.0012,0.000201289,0.00154
326,OCCCN5753,OCCCN5753-021022,POZO VIRGINIAS,SUBTERRÁNEO,2022-09-27 00:00:00,2022,92.4,921.0,135.0,594.8,0.018,0.03,0.64,10.0,2.566,0.074,0.00130148,0.0012,0.000201289,0.00154
