,CLAVE SITIO,CLAVE MONITOREO,NOMBRE DEL SITIO,TIPO CUERPO DE AGUA,FECHA REALIZACIÓN,AÑO,SST,CF,E_COLI,OD%,DBO5,DQO,TOX_D48,TOX_V15
862,DLSAN2375,DLSAN2375-131122,ESTACION HIDROMETRICA GALLINAS,LÓTICO,2022-11-08,2022,10.0,2400.0,2400.0,88.0,2.0,10.0,1.0,1.0
863,CARMINA 2,CARMINA 2-131122,CARMINA 2,LÓTICO,2022-11-08,2022,10.0,1076.0,41.0,97.9,2.0,10.0,1.0,1.0
864,RIO EL COLORADO,RIO EL COLORADO-131122,RIO EL COLORADO,LÓTICO,2022-11-08,2022,10.0,11000.0,2100.0,71.2,2.0,26.0,1.0,1.0
865,RIO SANTO DOMINGO (REF),RIO SANTO DOMINGO (REF)-131122,RÍO SANTO DOMINGO (REF.),LÓTICO,2022-11-09,2022,10.0,230.0,90.0,88.8,2.0,10.14,1.0,1.0
866,U. RIEGO VECINOS DE ACUITLAPILCO,U. RIEGO VECINOS DE ACUITLAPILCO-131122,UNIDAD DE RIEGO VECINOS DE ACUITLAPILCO,LÓTICO,2022-11-08,2022,28.6,4611.0,3448.0,85.6,2.0,10.0,1.0,1.0
867,U. RIEGO VECINOS DE PUERTA GRANDE Y MALINALTENANGO,U. RIEGO VECINOS DE PUERTA GRANDE Y MALINALTENANGO-131122,UNIDAD DE RIEGO VECINOS DE PUERTA GRANDE Y MALINALTENANGO ,LÓTICO,2022-11-08,2022,26.0,309.0,259.0,91.8,6.72,65.03,1.0,1.0
868,DLSAN2388,DLSAN2388-131122,"INGENIO ALIANZA POPULAR, S.A. DE C.V. (AGUA ABAJO)",LÓTICO,2022-11-08,2022,10.0,2400.0,2400.0,89.0,2.0,10.0,1.0,1.0
869,SANTO DOMINGO,SANTO DOMINGO-131122,SANTO DOMINGO,LÓTICO,2022-11-09,2022,10.0,11000.0,4600.0,72.1,2.0,10.0,1.0,1.0
870,LA CURVA,LA CURVA-131122,LA CURVA,LÓTICO,2022-11-08,2022,10.0,473.0,10.0,45.4,2.0,10.0,1.0,1.0
871,LOURDES M2,LOURDES M2-131122,LOURDES M2,LÓTICO,2022-11-08,2022,10.0,86.0,10.0,53.5,2.0,10.0,1.0,1.0
872,U. RIEGO VECINOS DEL PUEBLO DE MALINALTENANGO,U. RIEGO VECINOS DEL PUEBLO DE MALINALTENANGO-131122,UNIDAD DE RIEGO VECINOS DEL PUEBLO DE MALINALTENANGO,LÓTICO,2022-11-08,2022,10.0,24196.0,1842.0,79.6,4.4,15.73,1.0,1.0
873,DLSAN2392,DLSAN2392-061122,"CITROFRUT, S.A. DE C.V. (AGUAS ABAJO)",LÓTICO,2022-11-03,2022,10.0,2400.0,2400.0,89.0,2.0,10.0,1.0,1.0
874,DLSAN2397,DLSAN2397-061122,TIERRA BLANCA,LÓTICO,2022-11-03,2022,10.0,2400.0,2400.0,91.0,2.0,10.0,1.0,1.0
875,OCAVM2767,OCAVM2767-271122,CUARTO DINAMO,LÓTICO,2022-11-24,2022,12.6,10.0,10.0,97.8,2.0,10.0,1.0,1.42
876,DLSAN2402,DLSAN2402-131122,"INGENIO SAN MIGUEL DEL NARANJO, S.A. DE C.V. (AGUAS ABAJO)",LÓTICO,2022-11-07,2022,10.0,2400.0,2400.0,92.0,2.0,10.0,1.0,1.0
878,OCCCN5252M1,OCCCN5252M1-061122,PTAR NORTE DE GOMEZ PALACIO,LÓTICO,2022-11-02,2022,39.0,1017.0,241.0,52.6,45.9,130.56,1.0,1.0
879,OCAVM2771,OCAVM2771-271122,A.A DE LA PRESA MADIN,LÓTICO,2022-11-25,2022,18.2,24196.0,24196.0,91.0,12.4,21.1,1.0,1.0
880,OCAVM2772,OCAVM2772-271122,A.A. PRESA MADIN,LÓTICO,2022-11-25,2022,22.5,24196.0,24196.0,10.0,51.5,119.79,1.0,1.57
881,U. RIEGO RIO DE TLAPALA A.C,U. RIEGO RIO DE TLAPALA A.C-131122,UNIDAD DE RIEGO RIO DE TLAPALA A.C,LÓTICO,2022-11-08,2022,14.3,148.0,63.0,100.7,2.0,10.0,1.0,1.0
882,SITIO NUEVO 1,SITIO NUEVO 1-271122,RÍO ESLAVA 2,LÓTICO,2022-11-24,2022,235.3,241960.0,241960.0,10.0,461.0,1022.05,2.63,25.64
883,SITIO NUEVO 3,SITIO NUEVO 3-271122,SEGUNDO DINAMO,LÓTICO,2022-11-24,2022,10.0,97.0,30.0,97.8,2.0,10.0,1.0,1.2
884,SITIO NUEVO 4,SITIO NUEVO 4-271122,LA CAÑADA,LÓTICO,2022-11-24,2022,10.0,132.0,30.0,96.5,2.0,10.0,1.0,1.0
