,CLAVE SITIO,CLAVE MONITOREO,NOMBRE DEL SITIO,TIPO CUERPO DE AGUA,FECHA REALIZACIÓN,AÑO,SST,CF,E_COLI,OD%,DBO5,DQO,TOX_D48,TOX_V15
307,DLTAB2520,DLTAB2520-070822,MACUSPANA,LÓTICO (HUMEDAL),2022-08-02,2022,144.5,24196.0,24196.0,74.1,2.0,10.0,1.0,1.0
308,DLTAB2523,DLTAB2523-070822,RIO CHILAPA 3,LÓTICO (HUMEDAL),2022-08-02,2022,21.8,880.0,203.0,85.7,2.0,10.0,1.0,1.0
309,DLTAB2529,DLTAB2529-070822,RIO USUMACINTA 43,LÓTICO (HUMEDAL),2022-08-04,2022,268.5,3448.0,867.0,94.2,2.0,10.0,1.0,1.0
310,DLTAB2530,DLTAB2530-070822,RIO USUMACINTA 6,LÓTICO (HUMEDAL),2022-08-05,2022,175.1,2481.0,441.0,92.5,9.9,15.12,1.0,1.0
311,DLTAB2528,DLTAB2528-070822,RIO USUMACINTA 8,LÓTICO,2022-08-05,2022,179.2,2247.0,450.0,91.8,4.8,10.0,1.0,1.0
312,DLTAB2535,DLTAB2535-070822,RIO SAN PEDRO 9,LÓTICO (HUMEDAL),2022-08-03,2022,10.0,148.0,52.0,79.8,2.0,10.0,1.0,1.0
313,DLTAB2527,DLTAB2527-070822,PUENTE JONUTA,LÓTICO (HUMEDAL),2022-08-03,2022,145.3,3255.0,323.0,94.0,5.5,10.0,1.0,1.0
314,DLTAB2539,DLTAB2539-070822,RIO USUMACINTA 1,LÓTICO,2022-08-03,2022,256.0,4611.0,712.0,95.6,10.9,12.6,1.0,1.0
315,DLTAB2534,DLTAB2534-070822,RIO SAN PEDRO 8,LÓTICO (HUMEDAL),2022-08-03,2022,10.0,327.0,41.0,85.7,2.0,10.0,1.0,1.0
316,DLTAB5554,DLTAB5554-240722,MANATI 3,LÓTICO,2022-07-18,2022,32.8,2359.0,73.0,32.1,2.0,19.78,1.0,1.0
317,DLTAB5555,DLTAB5555-240722,MANATI 4,LÓTICO,2022-07-18,2022,20.9,1162.0,41.0,28.2,2.0,11.54,1.0,1.0
318,DLTAB2531,DLTAB2531-070822,RIO USUMACINTA 5,LÓTICO,2022-08-04,2022,147.6,3441.0,457.0,94.0,2.0,10.0,1.0,1.0
319,DLTAB5561,DLTAB5561-240722,MANATI 10,LÓTICO,2022-07-20,2022,10.0,97.0,10.0,20.0,2.0,10.0,1.0,1.0
320,DLTAB2532,DLTAB2532-070822,RIO USUMACINTA 4,LÓTICO,2022-08-04,2022,198.3,748.0,388.0,93.8,2.0,10.0,1.0,1.0
321,DLTAB2533,DLTAB2533-070822,RIO USUMACINTA 3,LÓTICO,2022-08-04,2022,180.4,2603.0,548.0,93.9,2.0,10.0,1.0,1.0
322,DLTAB2540,DLTAB2540-070822,RIO USUMACINTA 2,LÓTICO,2022-08-03,2022,179.0,3448.0,408.0,94.7,5.6,10.0,1.0,1.0
323,DLTAB5552,DLTAB5552-240722,MANATI 1,LÓTICO,2022-07-18,2022,10.0,1046.0,51.0,10.0,2.0,10.0,1.0,1.0
324,DLTAB5553,DLTAB5553-240722,MANATI 2,LÓTICO,2022-07-18,2022,25.4,987.0,10.0,31.5,2.0,13.18,1.0,1.0
325,DLTAB5556,DLTAB5556-240722,MANATI 5,LÓTICO,2022-07-19,2022,51.7,3255.0,20.0,67.7,11.8,14.01,1.0,1.0
326,DLTAB5562,DLTAB5562-240722,MANATI 11,LÓTICO,2022-07-21,2022,10.0,432.0,223.0,10.0,2.0,27.19,1.0,1.0
327,DLTAB5563,DLTAB5563-240722,MANATI 12,LÓTICO,2022-07-21,2022,24.9,2359.0,1414.0,22.4,4.88,23.07,1.0,3.3
328,DLTLA2546,DLTLA2546-310722,TLAPALAC ANTES DE CONFLUENCIA CON RIO ATOYAC,LÓTICO,2022-07-27,2022,81.8,24000.0,24000.0,25.6,220.0,350.8,3.03,4.24
329,DLTLA2544,DLTLA2544-140822,ATOYAC-PANZACOLA,LÓTICO,2022-08-09,2022,78.7,24000.0,24000.0,46.6,96.67,182.23,1.0,3.72
330,DLTAB5557,DLTAB5557-240722,MANATI 6,LÓTICO,2022-07-19,2022,42.7,1153.0,81.0,39.7,2.0,14.83,1.0,1.0
331,DLTAB5558,DLTAB5558-240722,MANATI 7,LÓTICO,2022-07-20,2022,10.9,161.0,73.0,60.4,2.0,10.0,1.0,1.0
332,DLTAB5564,DLTAB5564-240722,MANATI 13,LÓTICO,2022-07-20,2022,38.3,173.0,63.0,35.3,2.0,10.0,1.0,1.0
333,DLTAB5565,DLTAB5565-240722,MANATI 14,LÓTICO,2022-07-19,2022,10.0,1935.0,109.0,10.0,2.0,11.54,1.0,1.0
334,DLTAB5559,DLTAB5559-240722,MANATI 8,LÓTICO,2022-07-21,2022,10.0,146.0,31.0,113.6,2.0,10.0,1.0,1.0
335,DLTAB5560,DLTAB5560-240722,MANATI 9,LÓTICO,2022-07-20,2022,19.6,75.0,10.0,22.4,2.0,16.48,1.0,1.0
336,DLZAC2638M1,DLZAC2638M1-140822,SAN FRANCISCO DE LOS GALLARDO,LÓTICO,2022-08-11,2022,54.9,1607.0,10.0,113.0,5.5,43.56,1.0,1.0
337,DLZAC2639M1,DLZAC2639M1-140822,EL CAZADERO,LÓTICO,2022-08-11,2022,56.1,11199.0,52.0,13.7,5.2,11.08,1.0,1.0
338,MET-011A,MET-011A-310722,BAMORI RÍO SONORA,LÓTICO,2022-07-26,2022,7583.3,24196.0,14136.0,83.6,9.7,344.74,1.0,1.0
339,MET-003,MET-003-310722,RÍO BACANUCHI LA TRAMPA,LÓTICO,2022-07-25,2022,88.5,1658.0,1274.0,90.0,2.0,10.0,1.0,1.0
340,MET-039,MET-039-140822,BAVIÁCORA RÍO SONORA,LÓTICO,2022-10-03,2022,152.0,2046.0,269.0,98.2,2.0,10.0,1.0,1.0
341,MET-018,MET-018-140822,TAJO DE MANAMICHI,LÓTICO,2022-08-09,2022,10.0,8164.0,272.0,59.0,2.0,10.0,1.0,1.0
342,MET-053,MET-053-070822,EL ORÉGANO RÍO SONORA,LÓTICO,2022-08-20,2022,6042.0,155310.0,22470.0,88.3,15.3,26.62,1.0,1.0
343,MET-040,MET-040-210822,LA CAPILLA RÍO SONORA,LÓTICO,2022-08-16,2022,560.7,8300.0,620.0,94.0,8.2,29.26,1.0,1.0
344,MET-041,MET-041-210822,EL MOLINOTE RÍO SONORA,LÓTICO,2022-08-16,2022,535.3,6200.0,1070.0,93.7,4.9,16.72,1.0,1.0
345,MET-043,MET-043-210822,LA LABOR RÍO SONORA,LÓTICO,2022-10-04,2022,151.8,1500.0,450.0,100.2,7.9,10.0,1.0,1.0
346,MET-045,MET-045-210822,SAN RAFAEL DE URES RÍO SONORA,LÓTICO,2022-08-20,2022,6014.0,120330.0,22470.0,83.8,15.3,24.13,1.0,1.0
347,MET-042,MET-042-210822,LA AURORA RÍO SONORA,LÓTICO,2022-10-04,2022,136.0,663.0,323.0,104.9,2.0,10.0,1.0,1.0
348,OCAVM2766,OCAVM2766-210822,RIO BUEN AVENTURA,LÓTICO (HUMEDAL),2022-08-18,2022,156.0,2400.0,2400.0,10.0,258.7,324.15,1.0,4.35
349,OCCCN5215M1,OCCCN5215M1-180922,EL PALMITO,LÓTICO,2022-09-14,2022,10.0,583.0,31.0,92.2,2.0,10.0,1.0,1.0
350,OCCCN5223M1,OCCCN5223M1-021022,AGUSTIN MELGAR,LÓTICO,2022-09-30,2022,10.0,3255.0,31.0,92.1,2.0,10.0,1.0,1.0
351,OCCCN5216M1,OCCCN5216M1-021022,RODEO,LÓTICO,2022-10-07,2022,111.2,24196.0,5794.0,77.8,6.8,10.0,1.0,1.0
352,OCCCN5235M1,OCCCN5235M1-070822,PARQUE ESTATAL CAÑON DE FERNANDEZ 1,LÓTICO (HUMEDAL),2022-08-04,2022,11.1,4352.0,10.0,34.4,2.0,10.0,1.0,1.0
353,OCCCN5236M1,OCCCN5236M1-070822,PARQUE ESTATAL CAÑON DE FERNANDEZ 3,LÓTICO (HUMEDAL),2022-08-04,2022,11.2,1597.0,10.0,88.8,2.0,10.0,1.0,1.0
354,OCCCN5237M1,OCCCN5237M1-070822,PARQUE ESTATAL CAÑON DE FERNANDEZ 2,LÓTICO (HUMEDAL),2022-08-04,2022,10.0,4360.0,10.0,88.0,2.0,10.0,1.0,1.0
355,OCCCN5281M1,OCCCN5281M1-091022,LA FLOR,LÓTICO,2022-10-04,2022,22.6,3076.0,96.0,96.4,2.0,10.0,1.0,1.0
357,OCFSU2901,OCFSU2901-210822,PARQUE DE ORIENTE,LÓTICO,2022-08-18,2022,32.0,2400.0,2400.0,18.3,31.14,49.98,1.0,1.0
358,OCFSU2902,OCFSU2902-210822,PTAR PASO LIMON  AGUAS ABAJO,LÓTICO,2022-08-18,2022,48.0,460.0,460.0,14.3,44.04,55.69,1.0,1.0
359,OCFSU2899,OCFSU2899-110922,MARIA EUGENIA,LÓTICO (HUMEDAL),2022-09-07,2022,14.0,93.0,4.0,71.5,30.54,45.5,1.0,1.0
360,OCFSU2906,OCFSU2906-210822,AGUAS ARRIBA 100M ANTES DE LA DESCARGA DEL RIO SABINAL,LÓTICO (HUMEDAL),2022-08-16,2022,44.0,2400.0,240.0,55.0,11.52,21.47,1.0,1.0
361,OCFSU2908,OCFSU2908-210822,CIUDAD DEL AGUA,LÓTICO (HUMEDAL),2022-08-15,2022,48.0,1100.0,240.0,37.1,15.96,29.77,1.0,1.0
362,OCFSU2905,OCFSU2905-210822,AGUAS ABAJO 100M DESPUES DE LA DESCARGA DEL RIO SABINAL,LÓTICO (HUMEDAL),2022-08-16,2022,36.0,2400.0,460.0,56.2,16.26,21.96,1.0,1.0
363,OCFSU2911,OCFSU2911-210822,RIO GRIJALVA 22,LÓTICO (HUMEDAL),2022-08-15,2022,12.0,2400.0,2400.0,30.5,23.88,30.74,1.0,1.0
364,OCFSU2910,OCFSU2910-210822,PTAR CHIAPA DE CORZO 100 M A.A. DESCARGA,LÓTICO,2022-08-15,2022,186.0,2400.0,2400.0,32.6,31.08,44.41,1.0,1.0
365,OCFSU2924,OCFSU2924-280822,RIO GRIJALVA 20,LÓTICO (HUMEDAL),2022-08-25,2022,272.0,43.0,43.0,72.1,15.36,24.75,1.0,1.0
366,OCFSU2912,OCFSU2912-210822,AGUAS ABAJO RIO STO. DOMINGO(FTE. TOMA AGUA POTABLE),LÓTICO (HUMEDAL),2022-08-18,2022,136.0,1100.0,1100.0,64.2,25.26,37.13,1.0,1.0
367,OCFSU2913,OCFSU2913-210822,RIO GRIJALVA 21,LÓTICO (HUMEDAL),2022-08-15,2022,20.0,1100.0,1100.0,32.0,20.22,31.72,1.0,1.0
368,OCFSU2923,OCFSU2923-280822,RIO GRIJALVA 3,LÓTICO (HUMEDAL),2022-08-25,2022,100.0,460.0,460.0,70.2,16.47,27.61,1.0,1.0
369,OCFSU2909,OCFSU2909-210822,P.M.E.G.B. AGUAS ABAJO 100 M DESPUES DE LA DESCARGA,LÓTICO,2022-08-15,2022,32.0,1100.0,1100.0,46.2,18.96,32.21,1.0,1.0
370,OCFSU2920,OCFSU2920-280822,RIO SUCHIAPA 4,LÓTICO,2022-08-24,2022,122.0,150.0,43.0,79.3,28.44,31.42,1.0,1.0
371,OCFSU2916,OCFSU2916-280822,PUENTE SANTO DOMINGO,LÓTICO,2022-08-23,2022,88.0,1100.0,240.0,76.2,5.46,24.75,1.0,1.0
372,OCFSU2922,OCFSU2922-280822,AGUAS ARRIBARIO STO.DOM.T.DE AGUA (1KM ANTES C.JULIAN G),LÓTICO,2022-08-23,2022,52.0,2400.0,210.0,76.5,11.49,23.8,1.0,1.0
373,OCFSU2925,OCFSU2925-280822,AGUAS ABAJO FRENTE A LA CORTINA PRESA LA ANGOSTURA,LÓTICO (HUMEDAL),2022-08-25,2022,14.0,93.0,93.0,20.1,16.89,19.52,1.0,1.0
374,OCFSU2921,OCFSU2921-280822,RIO SUCHIAPA 1,LÓTICO,2022-08-24,2022,214.0,1100.0,23.0,79.1,25.62,69.02,1.0,1.0
375,OCFSU2942,OCFSU2942-140822,RIO SAN VICENTE 1,LÓTICO,2022-08-12,2022,50.0,23.0,23.0,47.3,25.92,32.21,1.0,1.0
376,OCFSU2960,OCFSU2960-140822,RIO GRIJALVA 2(25),LÓTICO,2022-08-11,2022,12.0,240.0,240.0,76.9,19.62,27.33,1.0,1.0
377,OCFSU2961,OCFSU2961-140822,RIO GRIJALVA 26,LÓTICO,2022-08-11,2022,1240.0,2400.0,1100.0,83.9,52.81,69.3,1.0,1.0
378,OCFSU2968,OCFSU2968-110922,HUMEDALES DE MONTAÑAS LA KISST 1,LÓTICO (HUMEDAL),2022-09-08,2022,18.0,210.0,210.0,18.9,30.6,44.04,1.0,1.0
379,OCFSU2969,OCFSU2969-110922,HUMEDALES DE MONTAÑAS LA KISST 2,LÓTICO (HUMEDAL),2022-09-08,2022,28.0,460.0,15.0,39.1,31.26,45.01,1.0,1.0
380,OCFSU2966,OCFSU2966-110922,SUMIDERO,LÓTICO,2022-09-08,2022,72.0,4.0,3.0,19.4,43.08,51.3,1.0,1.0
381,OCFSU2967,OCFSU2967-110922,RIO FOGOTICO,LÓTICO,2022-09-07,2022,66.0,1100.0,9.0,91.1,40.08,45.5,1.0,1.0
382,OCFSU2971,OCFSU2971-110922,RIO FOGOTICO AGUAS ABAJO DEL RIO AMARILLO,LÓTICO,2022-09-08,2022,22.0,15.0,3.0,83.8,53.4,64.37,1.0,1.0
383,OCFSU2972,OCFSU2972-110922,RIO AMARILLO,LÓTICO,2022-09-07,2022,104.0,210.0,15.0,90.6,41.28,48.4,1.0,1.0
384,OCFSU2986,OCFSU2986-210822,ARBOL DE NAVIDAD,LÓTICO (HUMEDAL),2022-08-16,2022,26.0,43.0,43.0,92.3,20.28,24.89,1.0,1.0
385,OCFSU2987,OCFSU2987-210822,MIRADOR LA ATALAYA,LÓTICO (HUMEDAL),2022-08-16,2022,22.0,1100.0,240.0,65.4,17.16,27.82,1.0,1.0
386,OCFSU2988,OCFSU2988-210822,CAÑON DEL SUMIDERO ENTRADA,LÓTICO (HUMEDAL),2022-08-16,2022,48.0,1100.0,210.0,62.1,17.94,22.94,1.0,1.0
387,OCFSU2991,OCFSU2991-210822,ARROYO SAN AGUSTIN A.A. DEL RIO SABINAL,LÓTICO,2022-08-18,2022,14.0,150.0,75.0,58.4,15.99,24.28,1.0,1.0
388,OCFSU2996,OCFSU2996-040922,RIO GRIJALVA AGUAS ABAJO CHIACOSEN,LÓTICO,2022-08-29,2022,56.0,2400.0,2400.0,62.3,15.69,22.37,1.0,1.0
389,OCFSU2998,OCFSU2998-180922,RIO GRIJALVA 9,LÓTICO (HUMEDAL),2022-09-14,2022,24.0,43.0,23.0,112.4,26.76,34.46,1.0,1.0
390,OCFSU2999,OCFSU2999-040922,RIO GRIJALVA 8,LÓTICO,2022-08-29,2022,32.0,2400.0,2400.0,66.1,15.3,20.94,1.0,1.0
391,OCFSU3000,OCFSU3000-180922,RIO GRIJALVA 7,LÓTICO (HUMEDAL),2022-09-14,2022,20.0,210.0,120.0,81.3,20.88,27.38,1.0,1.0
392,OCFSU3006,OCFSU3006-180922,PUENTE RAUDALE DE MALPASO (65),LÓTICO,2022-09-14,2022,10.0,15.0,9.0,65.6,15.78,26.9,1.0,1.0
393,OCFSU3050,OCFSU3050-280822,R. SANTO DOMINGO (HERMENEGILDO GALEANA),LÓTICO,2022-08-24,2022,216.0,2400.0,1100.0,63.8,28.5,32.37,1.0,1.0
394,OCFSU3066,OCFSU3066-180922,ROMULO CALZADA,LÓTICO (HUMEDAL),2022-09-14,2022,26.0,2400.0,2400.0,84.6,28.2,32.57,1.0,1.0
395,OCFSU3073,OCFSU3073-250922,RIO USUMACINTA 9,LÓTICO (HUMEDAL),2022-09-24,2022,190.0,2400.0,2400.0,68.9,15.42,23.23,1.0,1.0
396,OCFSU3074,OCFSU3074-140822,RIO GRIJALVA 1,LÓTICO,2022-08-11,2022,904.0,2400.0,150.0,84.3,15.0,29.77,1.0,1.0
398,OCFSU3096,OCFSU3096-140822,RIO COATAN,LÓTICO,2022-08-10,2022,236.0,28.0,28.0,87.6,30.36,51.73,1.0,1.0
399,OCFSU3099,OCFSU3099-140822,RIO COATAN 2,LÓTICO,2022-08-09,2022,194.0,1100.0,460.0,86.2,29.58,44.41,1.0,1.0
400,OCFSU3098,OCFSU3098-140822,RIO COATAN 7,LÓTICO,2022-08-10,2022,32.0,1100.0,240.0,79.0,40.32,52.7,1.0,1.0
401,OCFSU3108,OCFSU3108-140822,RIO SUCHIATE 2,LÓTICO,2022-08-08,2022,22.0,43.0,43.0,75.2,24.66,32.7,1.0,1.0
402,OCFSU3110,OCFSU3110-140822,RIO SUCHIATE 1,LÓTICO,2022-08-08,2022,690.0,1100.0,1100.0,76.8,29.1,37.09,1.0,1.0
403,OCFSU3111,OCFSU3111-140822,RIO SUCHIATE 4,LÓTICO,2022-08-08,2022,494.0,460.0,150.0,74.3,31.32,49.29,1.0,1.0
404,OCFSU3102,OCFSU3102-140822,RIO COATAN 3,LÓTICO,2022-08-09,2022,10.0,93.0,23.0,85.2,15.99,31.72,1.0,1.0
405,OCFSU3115,OCFSU3115-140822,"DESEMBOCADURA DEL RIO SUCHIATE SEG 74, 2 ISA8",LÓTICO - COSTERO (HUMEDAL),2022-08-08,2022,40.0,2400.0,1100.0,76.3,25.26,35.14,1.0,1.0
406,OCFSU3129,OCFSU3129-140822,RIO SUCHIATE 3,LÓTICO,2022-08-09,2022,10.0,460.0,240.0,87.8,32.04,45.87,1.0,1.0
407,OCFSU3113,OCFSU3113-140822,RIO SUCHIATE,LÓTICO,2022-08-08,2022,118.0,2400.0,460.0,87.2,29.76,46.36,1.0,1.0
408,OCFSU3141,OCFSU3141-250922,RIO GRIJALVA 10,LÓTICO (HUMEDAL),2022-09-20,2022,14.0,2400.0,460.0,78.3,18.06,21.6,1.0,1.0
409,OCFSU3152,OCFSU3152-040922,HUMEDALES LA LIBERTAD 2,LÓTICO (HUMEDAL),2022-08-16,2022,10.0,305.0,10.0,102.0,2.0,12.54,1.0,1.0
410,OCFSU3151,OCFSU3151-040922,HUMEDALES LA LIBERTAD 3,LÓTICO (HUMEDAL),2022-08-16,2022,10.0,110.0,10.0,119.8,2.0,25.08,1.0,1.0
411,OCFSU3153,OCFSU3153-040922,HUMEDALES LA LIBERTAD 1,LÓTICO (HUMEDAL),2022-08-16,2022,10.0,613.0,85.0,50.8,2.0,10.0,1.0,1.0
412,OCFSU6484,OCFSU6484-280822,PUENTE MULUMÍ,LÓTICO,2022-08-24,2022,70.0,150.0,93.0,80.7,12.15,19.04,1.0,1.0
413,OCFSU6488,OCFSU6488-280822,RÍO EL TABLÓN I,LÓTICO,2022-08-24,2022,172.0,460.0,43.0,71.3,13.47,22.37,1.0,1.0
415,OCGCE3178,OCGCE3178-250922,SANTA URSULA (REF FAPATUX),LÓTICO (HUMEDAL),2022-08-26,2022,31.9,19863.0,4884.0,96.3,10.3,13.38,1.0,1.0
416,OCGCE3179,OCGCE3179-250922,CHACALTIAGUIS,LÓTICO (HUMEDAL),2022-09-20,2022,81.0,4600.0,930.0,63.7,2.0,15.38,1.0,1.0
417,OCGCE3180,OCGCE3180-250922,TUXTEPEC (FAPATUX),LÓTICO (HUMEDAL),2022-08-26,2022,100.2,24196.0,17329.0,88.9,12.9,25.08,1.0,1.0
418,OCGCE3185,OCGCE3185-280822,TLACOJALPAN,LÓTICO,2022-08-25,2022,26.0,24000.0,24000.0,68.9,2.0,43.71,1.0,1.0
419,OCGCE3181,OCGCE3181-250922,CARLOS A. CARRILLO,LÓTICO (HUMEDAL),2022-09-20,2022,58.0,4600.0,2400.0,60.2,2.0,14.13,1.0,1.0
420,OCGCE3187,OCGCE3187-250922,TUXTEPEC (CERVECERA),LÓTICO (HUMEDAL),2022-08-26,2022,66.3,24196.0,7701.0,96.5,12.1,15.05,1.0,1.0
421,OCGCE3203,OCGCE3203-280822,TLACOTALPAN I,LÓTICO (HUMEDAL),2022-08-25,2022,18.0,24000.0,24000.0,70.0,2.0,60.38,1.0,1.0
422,OCGCE3204,OCGCE3204-280822,PUENTE TLACOTALPAN,LÓTICO (HUMEDAL),2022-08-25,2022,44.0,24000.0,4600.0,70.0,2.0,64.96,1.0,1.0
424,OCGCE3210,OCGCE3210-040922,RIO COATZACOALCOS (EL TRIUNFO),LÓTICO (HUMEDAL),2022-08-19,2022,29.4,9208.0,94.0,90.8,2.0,10.0,1.0,1.0
425,OCGCE3213,OCGCE3213-250922,TUXTEPEC (COL. V.B.A.),LÓTICO (HUMEDAL),2022-08-26,2022,84.0,24196.0,24196.0,87.7,13.0,62.1,1.0,1.0
426,OCGCE3216,OCGCE3216-140822,PUENTE ESPINAL,LÓTICO (HUMEDAL),2022-08-11,2022,22.0,2400.0,930.0,92.4,2.0,27.88,1.0,1.0
427,OCGCE3217,OCGCE3217-140822,PASO VALENCIA,LÓTICO,2022-08-11,2022,24.0,930.0,750.0,90.9,2.0,13.71,1.0,1.0
428,OCGCE3232,OCGCE3232-140822,PUENTE NAUTLA,LÓTICO - COSTERO,2022-08-10,2022,10.0,24000.0,24000.0,85.9,2.0,32.46,1.0,1.0
429,OCGCE3218,OCGCE3218-140822,PUENTE REMOLINO,LÓTICO (HUMEDAL),2022-08-12,2022,23.0,24000.0,24000.0,87.1,2.0,30.38,1.0,1.0
430,OCGCE3219,OCGCE3219-140822,PUENTE TECOLUTLA,LÓTICO (HUMEDAL),2022-08-12,2022,13.0,24000.0,11000.0,91.9,2.0,28.71,1.0,1.0
431,OCGCE3235,OCGCE3235-140822,PANGA JICALTEPEC,LÓTICO (HUMEDAL),2022-08-09,2022,87.0,930.0,430.0,89.7,2.0,45.38,1.0,1.0
432,OCGCE3236,OCGCE3236-140822,EL PITAL,LÓTICO (HUMEDAL),2022-08-09,2022,11.0,430.0,70.0,92.7,2.0,47.46,1.0,1.0
433,OCGCE3239,OCGCE3239-140822,FELIPE CARRILLO PUERTO,LÓTICO (HUMEDAL),2022-08-09,2022,18.0,390.0,230.0,86.6,2.0,37.88,1.0,1.0
434,OCGCE3241,OCGCE3241-140822,MARTINEZ DE LA TORRE  (INGENIO),LÓTICO,2022-08-08,2022,10.0,24000.0,24000.0,99.1,2.0,35.79,1.0,1.0
435,OCGCE3244,OCGCE3244-140822,MARTINEZ DE LA TORRE,LÓTICO,2022-08-08,2022,12.0,4600.0,2400.0,98.3,2.0,27.46,1.0,1.0
436,OCGCE3254,OCGCE3254-280822,RIO CAZONES (INF. LAS GAVIOTAS),LÓTICO,2022-08-24,2022,10.0,24000.0,24000.0,66.5,2.0,32.04,1.0,1.0
437,OCGCE3245,OCGCE3245-140822,RIO BOBOS (EL FILO),LÓTICO,2022-08-08,2022,10.0,2100.0,930.0,92.2,2.0,26.63,1.0,1.0
438,OCGCE3285,OCGCE3285-310722,CASCADA TEXOLO,LÓTICO (HUMEDAL),2022-07-26,2022,10.0,24000.0,40.0,62.0,2.0,26.21,1.0,1.0
439,OCGCE3262,OCGCE3262-310722,RIO PIXQUIAC (RANCHO VIEJO),LÓTICO,2022-07-26,2022,10.0,430.0,230.0,72.0,2.0,37.04,1.0,1.0
440,OCGCE3266,OCGCE3266-310722,SEDEÑO (PUENTE CARRETERA XALAPA-BANDERILLA),LÓTICO,2022-07-25,2022,12.0,24000.0,24000.0,64.0,2.0,28.71,1.0,1.0
441,OCGCE3251,OCGCE3251-280822,PUENTE CAZONES,LÓTICO,2022-08-25,2022,10.0,11000.0,4600.0,77.4,2.0,48.71,1.0,1.0
442,OCGCE3296,OCGCE3296-310722,GUAYABAL,LÓTICO,2022-07-27,2022,58.0,11000.0,2100.0,59.0,2.0,36.21,1.0,1.0
443,OCGCE3295,OCGCE3295-310722,PUENTE NACIONAL,LÓTICO,2022-07-27,2022,20.0,11000.0,4600.0,62.0,2.0,37.04,1.0,1.0
444,OCGCE3297,OCGCE3297-210822,PUENTE PAPALOAPAN,LÓTICO (HUMEDAL),2022-08-19,2022,26.0,2100.0,1200.0,90.8,2.0,23.29,1.0,1.0
445,OCGCE3298,OCGCE3298-310722,PUENTE SALMORAL,LÓTICO,2022-07-27,2022,20.0,24000.0,24000.0,60.0,2.0,42.04,1.0,1.0
446,OCGCE3318M1,OCGCE3318M1-310722,ARROYO EL CABLE AGUAS ARRIBA PTAR NORTE ,LÓTICO,2022-07-28,2022,15.0,24000.0,24000.0,27.0,2.0,51.21,1.0,1.0
447,OCGCE3271,OCGCE3271-310722,ARROYO LIMPIO I,LÓTICO,2022-07-25,2022,88.9,24000.0,24000.0,34.0,36.0,83.29,1.0,1.0
448,OCGCE3272,OCGCE3272-310722,ARROYO LIMPIO II,LÓTICO,2022-07-25,2022,30.0,24000.0,24000.0,41.0,20.0,38.71,1.0,1.0
449,OCGCE3338,OCGCE3338-310722,EL TEJAR II,LÓTICO,2022-07-29,2022,48.0,11000.0,4600.0,60.0,2.0,43.71,1.0,1.0
450,OCGCE3315,OCGCE3315-310722,PUENTE LA ANTIGUA,LÓTICO,2022-07-28,2022,11.0,24000.0,24000.0,55.0,2.0,36.21,1.0,1.0
452,OCGCE3339,OCGCE3339-310722,PUENTE MEDELLIN- EL TEJAR,LÓTICO,2022-07-29,2022,19.0,24000.0,4600.0,51.0,2.0,47.04,1.0,1.0
453,OCGCE3340,OCGCE3340-310722,PUENTE COTAXTLA-PASO DEL TORO,LÓTICO,2022-07-29,2022,55.0,24000.0,11000.0,61.0,2.0,38.29,1.0,1.0
454,OCGCE3358,OCGCE3358-310722,JAMAPA,LÓTICO,2022-07-29,2022,10.0,24000.0,24000.0,61.0,2.0,32.88,1.0,1.0
455,OCGCE3408,OCGCE3408-040922,ALAMO (TEMAPACHE),LÓTICO (HUMEDAL),2022-08-29,2022,10.0,2400.0,150.0,96.7,2.0,30.79,1.0,1.0
456,OCGCE3399,OCGCE3399-280822,COSCOMATEPEC,LÓTICO,2022-08-26,2022,14.0,24000.0,24000.0,69.6,2.83,32.46,1.0,1.0
457,OCGCE3407,OCGCE3407-040922,EL SUCHILT,LÓTICO (HUMEDAL),2022-08-29,2022,10.0,150.0,90.0,96.9,2.0,32.46,1.0,1.0
458,OCGCE3398,OCGCE3398-280822,ATOYAC (INGENIO),LÓTICO,2022-08-24,2022,10.0,11000.0,2100.0,39.9,2.0,25.38,1.0,1.0
459,OCGCE3409,OCGCE3409-040922,PUENTE LOPEZ PORTILLO,LÓTICO,2022-08-29,2022,10.0,390.0,150.0,98.0,2.0,33.29,1.0,1.0
460,OCGCE3414,OCGCE3414-040922,PUENTE LA UNION,LÓTICO (HUMEDAL),2022-08-30,2022,10.0,390.0,90.0,96.4,2.0,35.38,1.0,1.0
461,OCGCE3412,OCGCE3412-040922,PUENTE LAS FUENTES 5 POBLADOS,LÓTICO,2022-08-29,2022,10.0,230.0,90.0,97.1,2.0,35.38,1.0,1.0
462,OCGCE3415,OCGCE3415-280822,PANGA CAZONES (LA CONCEPCION),LÓTICO,2022-08-24,2022,10.0,11000.0,2400.0,57.5,2.0,29.96,1.0,1.0
463,OCGCE3448M1,OCGCE3448M1-110922,CALZADAS (HUAZUNTLÁN),LÓTICO (HUMEDAL),2022-08-24,2022,22.8,2613.0,689.0,31.5,5.6,17.56,1.0,1.0
464,OCGCE3444W1,OCGCE3444W1-110922,BARRA COATZACOALCOS,LÓTICO - COSTERO,2022-08-24,2022,10.6,12033.0,2359.0,59.6,3.06,10.0,1.0,1.0
465,OCGCE3466,OCGCE3466-310722,EL DESCABEZADERO,LÓTICO,2022-07-26,2022,10.0,1500.0,70.0,77.0,2.0,29.54,1.0,1.0
